algorithm,memory_kb,count,mean_are,mean_cosine,mean_euclid,mean_energy
Fourier,24.0,9930,1.8466199296878147,0.4051011130896274,27.64491946424975,0.07253785561570997
Naive-Sketch,24.0,9930,70.76545014561934,0.9753403141993958,329.6216265659618,0.017019345278727088
OmniWindow,24.0,9930,0.8743951537764352,0.48628054300100704,28.312020576032225,0.10495713888721048
Persist-AMS,24.0,9930,0.6604833502517623,0.0,36.71393783685801,0.0
Persist-CMS,24.0,9930,2.0482969461228597,0.9259941402416919,26.687857309164148,0.37040536830189325
Wavelet-Ideal,24.0,9930,0.9979299025961731,0.9840478420946627,18.396283989929508,0.5250318260768178
Wavelet-Practical,24.0,9930,1.3081697959013092,0.977196812286002,25.42182764753273,0.4256032930628399
