time_s,total_rate_gbps,reconstructed_rate_gbps,ecn_marks
0.10171,505.929,505.929,2
0.101718,316.206,316.206,1
0.101726,505.929,505.929,1
0.101734,252.964,252.964,1
0.101742,126.482,126.482,0
0.101751,189.723,189.723,0
0.101759,252.964,252.964,0
0.101767,189.723,189.723,0
0.101775,252.964,252.964,0
0.101783,379.447,379.447,0
0.101791,505.929,505.929,0
0.101799,252.964,252.964,0
0.101807,126.482,126.482,0
0.101815,379.447,379.447,0
0.101823,569.17,569.17,1
0.101831,379.447,379.447,0
0.10184,316.206,316.206,2
0.101848,126.482,126.482,0
0.101856,63.2411,63.2411,2
0.101864,316.206,316.206,3
0.101872,379.447,379.447,3
0.10188,442.688,442.688,3
0.101888,189.723,189.723,2
0.101896,316.206,316.206,3
0.101904,63.2411,63.2411,1
0.101912,379.447,379.447,3
0.101921,569.17,569.17,7
0.101929,316.206,316.206,0
0.101937,316.206,316.206,3
0.101945,252.964,252.964,3
0.101953,316.206,316.206,2
0.101961,189.723,189.723,3
0.101969,63.2411,63.2411,1
0.101977,758.893,758.893,3
0.101985,379.447,379.447,2
0.101993,654.545,654.15,2
0.102002,316.206,316.206,2
0.10201,189.723,189.723,0
0.102018,189.723,189.723,0
0.102026,189.723,189.723,0
0.102034,252.964,252.964,1
0.102042,211.858,211.462,2
0.10205,164.427,164.032,1
0.102058,442.688,442.688,5
0.102066,442.688,442.688,1
0.102074,252.964,252.964,1
0.102082,252.964,252.964,1
0.102091,252.964,252.964,4
0.102099,316.206,316.206,5
0.102107,126.482,126.482,2
0.102115,505.929,505.929,1
0.102123,189.723,189.723,3
0.102131,126.482,126.482,2
0.102139,442.688,442.688,1
0.102147,316.206,316.206,0
0.102155,189.723,189.723,1
0.102163,126.482,126.482,1
0.102172,695.652,695.652,5
0.10218,252.964,252.964,2
0.102188,442.688,442.688,1
0.102196,316.206,316.206,3
0.102204,189.723,189.723,5
0.102212,379.447,379.447,6
0.10222,442.688,442.688,7
0.102228,252.964,252.964,3
0.102236,379.447,379.447,4
0.102244,442.688,442.688,3
0.102252,442.688,442.688,3
0.102261,423.715,423.913,4
0.102269,379.447,379.447,6
0.102277,379.447,379.447,6
0.102285,379.447,379.447,9
0.102293,613.439,613.636,8
0.102301,189.723,189.723,3
0.102309,189.723,189.723,7
0.102317,379.447,379.447,9
0.102325,63.2411,63.2411,9
0.102333,442.688,442.688,8
0.102342,442.688,442.688,4
0.10235,126.482,126.482,4
0.102358,189.723,189.723,4
0.102366,126.482,126.482,6
0.102374,379.447,379.447,3
0.102382,316.206,316.206,5
0.10239,569.17,569.17,4
0.102398,126.482,126.482,5
0.102406,189.723,189.723,7
0.102414,126.482,126.482,4
0.102422,126.482,126.482,4
0.102431,126.482,126.482,4
0.102439,252.964,252.964,3
0.102447,379.447,379.447,4
0.102455,126.482,126.482,3
0.102463,252.964,252.964,4
0.102471,252.964,252.964,1
0.102479,189.723,189.723,3
0.102487,252.964,252.964,2
0.102495,632.411,632.411,2
0.102503,379.447,379.447,0
0.102512,505.929,505.929,1
0.10252,379.447,379.447,1
0.102528,252.964,252.964,4
0.102536,379.447,379.447,2
0.102544,189.723,189.723,3
0.102552,442.688,442.688,0
0.10256,189.723,189.723,1
0.102568,126.482,126.482,2
0.102576,316.206,316.206,1
0.102584,126.482,126.482,2
0.102593,189.723,189.723,2
0.102601,316.206,316.206,2
0.102609,189.723,189.723,0
0.102617,379.447,379.447,3
0.102625,632.411,632.411,4
0.102633,189.723,189.723,2
0.102641,126.482,126.482,2
0.102649,189.723,189.723,3
0.102657,189.723,189.723,1
0.102665,316.206,316.206,6
0.102673,252.964,252.964,5
0.102682,252.964,252.964,4
0.10269,505.929,505.929,9
0.102698,379.447,379.447,4
0.102706,252.964,252.964,11
0.102714,63.2411,63.2411,4
0.102722,252.964,252.964,2
0.10273,189.723,189.723,3
0.102738,252.964,252.964,3
0.102746,126.482,126.482,6
0.102754,316.206,316.206,1
0.102763,63.2411,63.2411,2
0.102771,63.2411,63.2411,3
0.102779,126.482,126.482,2
0.102787,316.206,316.206,6
0.102795,63.2411,63.2411,5
0.102803,189.723,189.723,2
0.102811,189.723,189.723,3
0.102819,505.929,505.929,4
0.102827,252.964,252.964,1
0.102835,252.964,252.964,4
0.102843,63.2411,63.2411,3
0.102852,379.447,379.447,5
0.10286,0,0,3
0.102868,126.482,126.482,1
0.102876,126.482,126.482,0
0.102884,252.964,252.964,0
0.102892,63.2411,63.2411,2
0.1029,189.723,189.723,4
0.102908,63.2411,63.2411,0
0.102916,126.482,126.482,2
0.102924,126.482,126.482,1
0.102933,252.964,252.964,3
0.102941,316.206,316.206,0
0.102949,126.482,126.482,0
0.102957,442.688,442.688,4
0.102965,505.929,505.929,2
0.102973,695.652,695.652,2
0.102981,189.723,189.723,3
0.102989,252.964,252.964,6
0.102997,189.723,189.723,1
0.103005,442.688,442.688,1
0.103014,505.929,505.929,0
0.103022,379.447,379.447,1
0.10303,126.482,126.482,0
0.103038,442.688,442.688,0
0.103046,126.482,126.482,2
0.103054,189.723,189.723,0
0.103062,126.482,126.482,2
0.10307,379.447,379.447,1
0.103078,252.964,252.964,0
0.103086,63.2411,63.2411,0
0.103094,189.723,189.723,0
0.103103,0,0,0
0.103111,63.2411,63.2411,0
0.103119,189.723,189.723,0
0.103127,379.447,379.447,0
0.103135,316.206,316.206,0
0.103143,189.723,189.723,0
0.103151,126.482,126.482,0
0.103159,63.2411,63.2411,0
0.103167,189.723,189.723,0
0.103175,379.447,379.447,0
