time_s,total_rate_gbps,reconstructed_rate_gbps,ecn_marks
0.104803,242.688,243.083,115
0.104811,243.083,243.083,117
0.104819,245.553,246.047,116
0.104827,279.644,279.644,118
0.104835,289.032,289.526,116
0.104843,324.605,325.099,162
0.104851,346.838,346.838,233
0.104859,376.828,376.482,258
0.104867,504.941,504.941,308
0.104876,508.893,508.893,403
0.104884,508.893,508.893,409
0.104892,478.261,478.261,398
0.1049,431.818,431.818,368
0.104908,431.324,431.818,271
0.104916,430.435,430.83,240
0.104924,429.842,429.842,268
0.104932,430.83,430.83,319
0.10494,441.403,441.7,282
0.104948,532.609,532.609,291
0.104957,446.64,446.64,298
0.104965,416.897,416.996,298
0.104973,378.162,378.458,349
0.104981,387.352,387.352,367
0.104989,395.257,395.257,383
0.104997,445.356,445.652,329
0.105005,426.186,425.889,360
0.105013,410.573,411.067,345
0.105021,401.186,401.186,343
0.105029,333.745,333.992,329
0.105038,422.925,422.925,320
0.105046,417.688,417.984,361
0.105054,416.601,416.996,346
0.105062,488.142,488.142,323
0.10507,422.036,421.937,325
0.105078,416.996,416.996,327
0.105086,416.996,416.996,339
0.105094,420.257,419.96,336
0.105102,485.178,485.178,342
0.10511,574.605,575.099,361
0.105118,523.962,523.715,281
0.105127,518.182,517.787,302
0.105135,514.328,514.822,318
0.105143,509.486,509.881,313
0.105151,508.893,508.893,378
0.105159,515.86,515.81,378
0.105167,506.917,506.917,373
0.105175,515.761,515.81,380
0.105183,549.753,549.407,372
0.105191,448.617,448.617,366
0.105199,350.791,350.791,373
0.105208,345.85,345.85,363
0.105216,346.838,346.838,285
0.105224,345.85,345.85,291
0.105232,417.49,417.984,314
0.10524,392.243,392.292,313
0.105248,427.866,427.866,291
0.105256,368.577,368.577,283
0.105264,424.901,424.901,290
0.105272,422.925,422.925,270
0.10528,561.265,561.265,244
0.105288,542.836,542.49,267
0.105297,538.735,538.538,266
0.105305,441.996,441.7,263
0.105313,374.605,374.506,239
0.105321,350.791,350.791,241
0.105329,403.162,403.162,260
0.105337,582.905,583.004,244
0.105345,460.326,460.474,285
0.105353,531.719,531.621,221
0.105361,410.573,411.067,203
0.105369,354.743,354.743,227
0.105378,351.186,350.791,211
0.105386,417.984,417.984,206
0.105394,419.466,419.96,313
0.105402,336.957,336.957,228
0.10541,413.636,414.032,225
0.105418,416.354,416.008,290
0.105426,387.648,387.352,275
0.105434,402.569,402.174,233
0.105442,347.826,347.826,259
0.10545,422.925,422.925,250
0.105458,410.672,411.067,253
0.105467,413.538,414.032,396
0.105475,451.581,451.581,411
0.105483,501.976,501.976,386
0.105491,392.589,392.292,363
0.105499,429.051,428.854,357
0.105507,490.119,490.119,386
0.105515,384.387,384.387,393
0.105523,346.591,346.838,361
0.105531,346.344,346.838,330
0.105539,330.435,330.04,326
0.105548,361.66,361.66,350
0.105556,368.281,368.577,304
0.105564,454.545,454.545,327
0.105572,435.128,434.783,315
0.10558,406.324,406.126,312
0.105588,425.889,425.889,321
0.105596,406.126,406.126,349
0.105604,428.854,428.854,341
0.105612,527.668,527.668,430
0.10562,452.619,452.569,491
0.105629,461.858,461.462,518
0.105637,426.581,426.877,541
0.105645,313.587,313.241,518
0.105653,321.443,321.146,438
0.105661,297.925,298.419,342
0.105669,306.917,307.312,293
0.105677,309.289,309.289,278
0.105685,310.375,310.277,316
0.105693,310.277,310.277,306
0.105701,309.486,309.289,293
0.105709,399.209,399.209,283
0.105718,533.597,533.597,241
0.105726,550.741,550.395,217
0.105734,576.087,576.087,190
0.105742,439.13,438.735,243
0.10575,401.976,402.174,259
0.105758,399.209,399.209,247
0.105766,316.206,316.206,233
0.105774,298.419,298.419,235
0.105782,388.933,389.328,185
0.10579,326.285,326.087,172
0.105799,326.581,327.075,253
0.105807,369.615,369.565,184
0.105815,296.047,296.443,198
0.105823,303.656,303.36,251
0.105831,307.312,307.312,229
0.105839,317.194,317.194,215
0.105847,456.522,456.522,300
0.105855,462.451,462.451,334
0.105863,598.172,597.826,310
0.105871,463.933,464.427,270
0.105879,416.996,416.996,231
0.105888,378.211,378.458,251
0.105896,498.715,499.012,267
0.105904,410.03,410.079,315
0.105912,342.885,342.885,251
0.10592,337.451,337.945,195
0.105928,478.854,479.249,208
0.105936,375.494,375.494,188
0.105944,437.747,437.747,237
0.105952,368.182,368.577,181
0.10596,346.146,345.85,194
0.105969,350.791,350.791,195
0.105977,373.913,373.518,212
0.105985,401.779,402.174,236
0.105993,355.534,355.731,232
0.106001,351.285,351.779,227
0.106009,348.814,348.814,215
0.106017,447.628,447.628,220
0.106025,508.251,507.905,225
0.106033,434.832,434.783,222
0.106041,434.783,434.783,216
0.10605,305.336,305.336,215
0.106058,282.708,282.609,209
0.106066,355.089,354.743,204
0.106074,305.336,305.336,203
0.106082,304.348,304.348,199
0.10609,304.447,304.348,240
0.106098,277.174,277.668,211
0.106106,259.881,259.881,195
0.106114,276.433,276.68,181
0.106122,390.02,390.316,174
0.10613,355.731,355.731,182
0.106139,312.253,312.253,127
0.106147,316.206,316.206,134
0.106155,360.178,360.672,128
0.106163,361.265,361.66,180
0.106171,310.277,310.277,213
0.106179,308.3,308.3,152
0.106187,294.466,294.466,134
0.106195,301.087,301.383,94
0.106203,260.771,260.87,83
0.106211,328.656,329.051,63
0.10622,316.798,317.194,57
0.106228,251.976,251.976,52
0.106236,300.395,300.395,43
0.106244,370.257,370.553,40
0.106252,462.451,462.451,28
0.10626,337.945,337.945,32
0.106268,354.743,354.743,33
0.106276,275,274.704,33
0.106284,269.466,269.763,36
0.106292,272.134,271.739,42
0.1063,273.419,273.715,50
0.106309,273.715,273.715,53
0.106317,355.731,355.731,57
0.106325,393.626,393.281,57
0.106333,400.889,401.186,58
0.106341,396.937,397.233,79
0.106349,393.874,394.269,118
0.106357,400.988,401.186,118
0.106365,414.377,414.032,117
0.106373,417.342,416.996,111
0.106381,433.794,433.794,108
0.10639,402.174,402.174,128
0.106398,366.008,365.613,88
0.106406,325.692,326.087,90
0.106414,442.095,441.7,104
0.106422,359.042,358.696,153
0.10643,334.585,334.98,142
0.106438,288.142,288.538,150
0.106446,339.822,339.921,250
0.106454,341.897,341.897,234
0.106462,343.182,342.885,226
0.10647,344.368,344.862,207
0.106479,273.715,273.715,221
0.106487,235.672,236.166,162
0.106495,301.729,301.383,164
0.106503,334.387,333.992,132
0.106511,341.107,340.909,130
0.106519,356.719,356.719,114
0.106527,357.411,357.708,133
0.106535,355.435,355.731,116
0.106543,347.332,347.826,92
0.106551,347.826,347.826,111
0.10656,403.557,403.162,137
0.106568,381.917,382.411,140
0.106576,452.569,452.569,213
0.106584,350.889,350.791,189
0.106592,356.769,356.719,157
0.1066,362.846,362.648,185
0.106608,326.383,326.087,206
0.106616,327.075,327.075,161
0.106624,460.968,461.462,194
0.106632,427.223,426.877,188
0.106641,395.257,395.257,146
0.106649,362.154,362.648,159
0.106657,316.502,316.206,160
0.106665,362.648,362.648,176
0.106673,321.146,321.146,181
0.106681,318.281,318.182,171
0.106689,390.81,391.304,172
0.106697,384.98,385.375,148
0.106705,318.676,319.17,115
0.106713,314.081,314.229,172
0.106721,303.36,303.36,170
0.10673,287.549,287.549,133
0.106738,296.492,296.443,132
0.106746,374.506,374.506,141
0.106754,363.636,363.636,149
0.106762,489.13,489.13,57
0.10677,502.964,502.964,72
0.106778,513.439,513.834,85
0.106786,501.482,501.976,79
0.106794,502.47,502.964,90
0.106802,505.929,505.929,94
0.106811,549.407,549.407,143
0.106819,458.498,458.498,167
0.106827,457.609,457.51,199
0.106835,450.939,450.593,193
0.106843,434.486,434.783,178
0.106851,441.206,441.7,180
0.106859,410.079,410.079,160
0.106867,397.233,397.233,137
0.106875,383.696,383.399,130
0.106883,385.375,385.375,61
0.106891,349.407,349.802,55
0.1069,325.445,325.099,52
0.106908,362.747,362.648,52
0.106916,349.308,349.802,41
0.106924,362.846,362.648,39
0.106932,396.245,396.245,35
0.10694,366.947,366.601,10
0.106948,378.162,378.458,17
0.106956,449.951,449.605,23
0.106964,334.486,334.98,30
0.106972,266.798,266.798,37
0.106981,268.33,268.775,73
0.106989,254.941,254.941,46
0.106997,257.016,256.917,30
0.107005,328.063,328.063,31
0.107013,306.324,306.324,32
0.107021,250.988,250.988,31
0.107029,271.443,271.739,29
0.107037,317.688,318.182,28
0.107045,420.01,419.96,29
0.107053,462.451,462.451,22
0.107062,346.245,345.85,5
0.10707,259.585,259.881,4
0.107078,228.953,229.249,6
0.107086,190.711,190.711,3
0.107094,192.589,192.688,3
0.107102,191.403,191.7,2
0.10711,193.972,193.676,2
0.107118,183.844,183.794,2
0.107126,208.893,208.498,3
0.107134,247.036,247.036,1
0.107142,247.036,247.036,1
0.107151,241.107,241.107,1
0.107159,166.008,166.008,1
0.107167,248.024,248.024,1
0.107175,266.107,265.81,1
0.107183,171.443,171.937,0
0.107191,131.917,132.411,0
0.107199,186.462,186.759,0
0.107207,227.619,227.273,0
0.107215,233.202,233.202,0
0.107223,288.389,288.538,0
0.107232,189.081,188.735,0
0.10724,161.067,161.067,0
0.107248,133.992,134.387,0
0.107256,226.976,227.273,0
0.107264,363.241,363.636,0
0.107272,212.451,212.451,0
0.10728,270.257,270.751,0
0.107288,390.316,390.316,0
0.107296,349.308,349.802,0
0.107304,277.273,277.668,1
0.107312,250,250,1
0.107321,214.921,215.415,2
0.107329,315.613,315.217,1
0.107337,219.121,219.368,4
0.107345,215.711,215.415,3
0.107353,213.043,213.439,5
0.107361,189.723,189.723,4
0.107369,272.727,272.727,6
0.107377,265.81,265.81,4
0.107385,305.682,305.336,11
0.107393,252.273,251.976,35
0.107402,246.047,246.047,63
0.10741,161.858,162.055,76
0.107418,162.253,162.055,125
0.107426,265.81,265.81,53
0.107434,150.198,150.198,58
0.107442,226.779,227.273,56
0.10745,220.949,221.344,43
0.107458,141.255,141.304,44
0.107466,152.964,153.162,25
0.107474,261.215,260.87,25
