time_s,max_queue_bytes
0.114,399892
0.114008,399892
0.114016,399892
0.114024,392396
0.114032,399892
0.11404,399892
0.114048,399892
0.114056,372136
0.114065,366496
0.114073,339768
0.114081,324848
0.114089,324848
0.114097,324848
0.114105,323820
0.114113,323820
0.114121,323820
0.114129,289896
0.114137,219992
0.114146,150088
0.114154,81212
0.114162,12336
0.11417,1028
0.114178,1028
0.114186,1028
0.114194,1028
0.114202,1028
0.11421,35980
0.114218,52428
0.114226,66820
0.114235,82240
0.114243,85324
0.114251,61680
0.114259,14392
0.114267,1028
0.114275,41120
0.114283,42148
0.114291,10280
0.114299,1028
0.114307,1028
0.114316,1028
0.114324,1028
0.114332,1028
0.11434,1028
0.114348,1028
0.114356,1028
0.114364,1028
0.114372,1028
0.11438,1028
0.114388,1028
0.114396,1028
0.114405,1028
0.114413,1028
0.114421,1028
0.114429,52428
0.114437,50372
0.114445,27756
0.114453,11308
0.114461,12336
0.114469,1028
0.114477,1028
0.114486,1028
0.114494,1028
0.114502,1028
0.11451,1028
0.114518,1028
0.114526,1028
0.114534,1028
0.114542,1028
0.11455,1028
0.114558,1028
0.114566,1028
0.114575,1028
0.114583,1028
0.114591,1028
0.114599,90464
0.114607,138780
0.114615,148032
0.114623,185040
0.114631,188124
0.114639,148032
0.114647,86352
0.114656,54484
0.114664,33924
0.114672,19532
0.11468,86352
0.114688,84296
0.114696,58596
0.114704,33924
0.114712,8224
0.11472,1028
0.114728,1028
0.114737,1028
0.114745,1028
0.114753,1028
0.114761,1028
0.114769,1028
0.114777,13364
0.114785,100744
0.114793,193264
0.114801,202516
0.114809,202516
0.114817,202516
0.114826,202516
0.114834,202516
0.114842,166536
0.11485,64764
0.114858,59624
0.114866,42148
0.114874,28784
0.114882,62708
0.11489,57568
0.114898,26728
0.114907,1028
0.114915,1028
0.114923,1028
0.114931,1028
0.114939,1028
0.114947,1028
0.114955,1028
0.114963,1028
0.114971,1028
0.114979,77100
0.114987,158312
0.114996,237996
0.115004,299876
0.115012,301932
0.11502,285484
0.115028,268308
0.115036,251860
0.115044,234384
0.115052,216908
0.11506,200460
0.115068,163452
0.115077,149588
0.115085,169998
0.115093,201488
0.115101,210740
0.115109,228544
0.115117,248076
0.115125,248076
0.115133,233356
0.115141,256350
0.115149,291302
0.115158,325226
0.115166,361856
0.115174,396808
0.115182,399892
0.11519,397836
0.115198,396808
0.115206,388584
0.115214,372136
0.115222,369052
0.11523,351576
0.115238,338590
0.115247,396886
0.115255,399970
0.115263,399970
0.115271,399892
0.115279,399892
0.115287,399892
0.115295,399192
0.115303,399192
0.115311,399192
0.115319,399892
0.115328,399892
0.115336,399892
0.115344,399892
0.115352,396808
0.11536,399892
0.115368,391668
0.115376,372136
0.115384,377276
0.115392,320736
0.1154,254344
0.115408,225560
0.115417,178272
0.115425,149060
0.115433,160368
0.115441,233056
0.115449,327632
0.115457,353410
0.115465,398942
0.115473,399970
0.115481,399998
0.115489,399998
0.115498,399620
0.115506,399620
0.115514,399892
0.115522,399892
0.11553,399892
0.115538,399892
0.115546,399892
0.115554,399892
0.115562,399392
0.11557,345936
0.115578,308928
0.115587,243864
0.115595,163780
0.115603,99716
0.115611,105884
0.115619,61758
0.115627,1028
0.115635,1028
0.115643,1028
0.115651,1028
0.115659,1028
0.115668,1028
0.115676,1028
0.115684,1028
0.115692,1028
0.1157,1028
0.115708,1028
0.115716,1028
0.115724,1028
0.115732,1028
0.11574,1028
0.115749,1028
0.115757,1028
0.115765,1028
0.115773,1028
0.115781,1028
0.115789,1028
0.115797,1028
0.115805,1028
0.115813,1028
0.115821,1028
0.115829,1028
0.115838,1028
0.115846,1028
0.115854,24672
0.115862,156256
0.11587,271392
0.115878,369052
0.115886,399892
0.115894,399892
0.115902,399892
0.11591,399892
0.115919,399892
0.115927,373692
0.115935,347992
0.115943,313040
0.115951,285284
0.115959,293508
0.115967,262668
0.115975,214552
0.115983,154928
0.115991,149060
0.115999,154200
0.116008,153172
0.116016,142892
0.116024,134668
0.116032,178872
0.11604,162424
0.116048,71960
0.116056,31868
0.116064,1028
0.116072,1028
0.11608,1028
0.116089,1028
0.116097,1028
0.116105,30840
0.116113,58596
0.116121,35980
0.116129,47288
0.116137,79156
0.116145,112052
0.116153,155228
0.116161,182584
0.11617,195020
0.116178,205300
0.116186,204272
0.116194,203544
0.116202,218314
0.11621,252888
0.116218,283028
0.116226,303588
0.116234,319008
0.116242,322192
0.11625,326304
0.116259,323748
0.116267,319636
0.116275,304816
0.116283,259056
0.116291,257000
0.116299,276532
0.116307,279616
0.116315,274476
0.116323,268686
0.116331,255322
0.11634,234384
0.116348,235412
0.116356,169998
0.116364,91370
0.116372,48316
0.11638,54484
0.116388,102800
0.116396,156256
0.116404,177844
0.116412,180928
0.11642,186068
0.116429,199432
0.116437,198404
0.116445,196348
0.116453,195320
0.116461,217936
0.116469,248776
0.116477,280644
0.116485,326404
0.116493,399392
0.116501,399392
0.11651,399892
0.116518,399892
0.116526,394752
0.116534,390640
0.116542,366996
0.11655,317002
0.116558,284756
0.116566,297092
0.116574,298120
0.116582,244664
0.11659,374192
0.116599,399892
0.116607,399892
0.116615,399892
0.116623,399892
0.116631,399892
0.116639,399892
0.116647,399892
0.116655,399892
0.116663,399892
0.116671,399892
0.11668,399892
0.116688,399592
0.116696,399592
0.116704,394452
0.116712,382416
0.11672,361856
0.116728,397836
0.116736,399892
0.116744,398864
0.116752,370986
0.116761,369958
0.116769,359800
0.116777,384472
0.116785,399892
0.116793,399892
0.116801,399892
0.116809,399892
0.116817,399892
0.116825,399892
0.116833,399892
0.116841,399892
0.11685,399892
0.116858,399892
0.116866,399892
0.116874,399892
0.116882,399892
0.11689,399892
0.116898,399892
0.116906,399892
0.116914,399892
0.116922,399892
0.116931,399892
0.116939,399892
0.116947,399892
0.116955,399892
0.116963,399892
0.116971,399892
0.116979,399892
0.116987,399892
0.116995,399892
0.117003,399492
0.117011,399492
0.11702,392374
0.117028,399570
0.117036,399192
0.117044,399192
0.117052,399892
0.11706,399892
0.117068,399892
0.117076,399892
0.117084,399892
0.117092,399892
0.117101,399892
0.117109,399892
0.117117,399892
0.117125,399892
0.117133,399592
0.117141,399592
0.117149,399892
0.117157,399892
0.117165,399892
0.117173,399892
0.117182,399892
0.11719,399892
0.117198,399892
0.117206,399892
0.117214,399970
0.117222,399970
0.11723,399970
0.117238,399892
0.117246,399892
0.117254,399392
0.117262,399392
0.117271,399392
0.117279,399892
0.117287,399892
0.117295,399892
0.117303,399892
0.117311,399892
0.117319,399892
0.117327,399892
0.117335,399892
0.117343,399892
0.117352,399892
0.11736,399892
0.117368,399892
0.117376,399892
0.117384,399892
0.117392,399892
0.1174,399892
0.117408,399892
0.117416,399892
0.117424,399892
0.117432,399892
0.117441,399892
0.117449,399892
0.117457,399892
0.117465,399892
0.117473,399892
0.117481,399892
0.117489,399892
0.117497,399892
0.117505,399892
0.117513,399892
0.117522,399892
0.11753,399892
0.117538,399892
0.117546,399892
0.117554,399592
0.117562,399592
0.11757,399592
0.117578,399892
0.117586,399892
0.117594,399892
0.117602,399892
0.117611,399892
0.117619,399892
0.117627,399892
0.117635,399892
0.117643,399892
0.117651,399292
0.117659,399292
0.117667,399292
0.117675,399892
0.117683,399892
0.117692,399892
0.1177,399892
0.117708,399892
0.117716,399892
0.117724,399892
0.117732,399892
0.11774,399892
0.117748,381388
0.117756,348492
0.117764,312512
0.117773,268308
0.117781,249804
0.117789,232328
0.117797,195320
0.117805,196348
0.117813,184012
0.117821,169620
0.117829,155228
0.117837,139808
0.117845,121304
0.117853,97660
0.117862,107940
0.11787,126144
0.117878,142892
0.117886,163452
0.117894,170648
0.117902,182984
0.11791,187096
0.117918,190180
0.117926,198404
0.117934,193264
0.117943,249804
0.117951,262368
0.117959,303260
0.117967,318680
0.117975,318680
0.117983,317152
0.117991,334328
0.117999,350248
0.118007,366696
0.118015,378732
0.118023,391368
0.118032,398564
0.11804,399892
0.118048,399892
0.118056,398492
0.118064,373820
0.118072,333072
0.11808,360828
0.118088,387556
0.118096,399892
0.118104,399892
0.118113,399892
0.118121,399892
0.118129,399892
0.118137,399892
0.118145,399892
0.118153,399892
0.118161,399892
0.118169,399892
0.118177,399892
0.118185,399892
0.118194,399892
0.118202,399892
0.11821,399892
0.118218,399892
0.118226,399292
0.118234,399292
0.118242,399292
0.11825,399892
0.118258,399892
0.118266,395780
0.118274,371108
0.118283,362284
0.118291,319108
0.118299,256400
0.118307,251260
0.118315,196348
0.118323,167564
0.118331,227188
0.118339,226160
0.118347,194292
0.118355,166536
0.118364,168592
0.118372,212146
0.11838,295942
0.118388,300004
0.118396,302060
0.118404,295036
0.118412,362884
0.11842,399892
0.118428,399892
0.118436,399892
0.118444,399892
0.118453,399892
0.118461,399892
0.118469,399892
0.118477,399892
0.118485,399392
0.118493,399392
0.118501,399392
0.118509,399392
0.118517,399892
0.118525,399892
0.118534,398864
0.118542,398864
0.11855,399892
0.118558,399892
0.118566,399892
0.118574,399892
0.118582,398864
0.11859,398864
0.118598,398864
0.118606,398864
0.118614,398864
0.118623,399892
0.118631,399892
0.118639,399892
0.118647,399892
0.118655,398864
0.118663,356716
0.118671,356716
0.118679,357744
0.118687,357744
0.118695,357744
0.118704,357744
0.118712,357744
0.11872,357744
0.118728,358272
0.118736,358272
0.118744,358272
0.118752,358650
0.11876,359150
0.118768,399392
0.118776,399392
0.118785,399392
0.118793,399892
0.118801,399242
0.118809,399242
0.118817,399242
0.118825,399892
0.118833,399892
0.118841,399892
0.118849,399892
0.118857,399870
0.118865,399870
0.118874,399870
0.118882,399892
0.11889,399892
0.118898,399892
0.118906,399892
0.118914,382416
0.118922,370080
0.11893,365968
0.118938,360828
0.118946,359800
0.118955,359800
0.118963,359800
0.118971,359800
0.118979,291952
0.118987,219992
0.118995,156256
0.119003,176816
0.119011,173732
0.119019,170648
0.119027,167564
0.119035,163452
0.119044,160368
0.119052,156884
0.11906,152772
0.119068,157284
0.119076,157284
0.119084,151116
0.119092,140186
0.1191,131584
0.119108,126444
0.119116,123360
0.119125,119248
0.119133,109996
0.119141,99716
0.119149,91492
0.119157,85324
0.119165,187096
0.119173,288868
0.119181,384472
0.119189,399892
0.119197,399892
0.119206,399892
0.119214,399892
0.119222,399392
0.11923,399392
0.119238,393224
0.119246,377904
0.119254,399492
0.119262,399492
0.11927,399892
0.119278,399892
0.119286,399892
0.119295,399242
0.119303,399242
0.119311,399242
0.119319,399892
0.119327,399892
0.119335,399892
0.119343,399892
0.119351,399892
0.119359,399892
0.119367,399892
0.119376,399892
0.119384,399892
0.119392,399892
0.1194,399892
0.119408,399892
0.119416,399892
0.119424,399892
0.119432,399892
0.11944,399892
0.119448,399892
0.119456,399892
0.119465,399892
0.119473,399892
0.119481,399892
0.119489,399892
0.119497,399892
0.119505,399892
0.119513,399892
0.119521,399892
0.119529,399892
0.119537,399892
0.119546,399892
0.119554,399892
0.119562,399892
0.11957,399892
0.119578,399892
0.119586,399892
0.119594,399892
0.119602,399492
0.11961,399492
0.119618,399492
0.119626,399492
0.119635,399892
0.119643,399892
0.119651,399892
0.119659,399892
0.119667,399892
0.119675,399892
0.119683,399892
0.119691,399892
0.119699,399892
0.119707,399892
0.119716,399920
0.119724,399892
0.119732,399892
0.11974,399820
0.119748,399820
0.119756,399820
0.119764,399892
0.119772,399892
0.11978,399392
0.119788,399392
0.119797,399392
0.119805,399392
0.119813,399892
0.119821,399892
0.119829,399892
0.119837,399892
0.119845,399892
0.119853,399892
0.119861,398992
0.119869,399892
0.119877,399520
0.119886,399520
0.119894,399392
0.119902,399392
0.11991,399892
0.119918,399892
0.119926,399892
0.119934,399892
0.119942,399892
0.11995,399892
0.119958,399892
0.119967,399892
0.119975,399892
0.119983,399242
0.119991,399892
0.119999,399892
0.120007,399892
0.120015,397836
0.120023,399892
0.120031,399892
0.120039,399892
0.120047,399892
0.120056,399892
0.120064,399892
0.120072,399892
0.12008,399892
0.120088,399892
0.120096,399892
0.120104,399892
0.120112,399892
0.12012,399892
0.120128,399892
0.120137,399892
0.120145,399892
0.120153,399892
0.120161,399892
0.120169,397836
0.120177,358772
0.120185,319708
0.120193,298120
0.120201,297092
0.120209,295036
0.120218,291952
0.120226,280644
0.120234,238496
0.120242,198404
0.12025,156256
0.120258,103828
0.120266,48316
0.120274,1028
0.120282,1028
0.12029,1028
0.120298,1028
0.120307,1028
0.120315,1028
0.120323,1028
0.120331,1028
0.120339,1028
0.120347,1028
0.120355,1028
0.120363,1028
0.120371,1028
0.120379,1028
0.120388,1028
0.120396,1028
0.120404,1028
0.120412,1028
0.12042,1028
0.120428,1028
0.120436,1028
0.120444,1028
0.120452,1028
0.12046,1028
0.120468,1028
0.120477,1028
0.120485,1028
0.120493,1028
0.120501,1028
0.120509,1028
0.120517,1028
0.120525,1028
0.120533,1028
0.120541,1028
0.120549,1028
0.120558,1028
0.120566,1028
0.120574,1028
0.120582,1028
0.12059,1028
0.120598,1028
0.120606,1028
0.120614,1028
0.120622,1028
0.12063,1028
0.120638,1028
0.120647,1028
0.120655,1028
0.120663,1028
0.120671,1028
0.120679,1028
0.120687,1028
0.120695,1028
0.120703,1028
0.120711,1028
0.120719,1028
0.120728,1028
0.120736,1028
0.120744,1028
0.120752,1028
0.12076,1028
0.120768,1028
0.120776,1028
0.120784,1028
0.120792,1028
0.1208,1028
0.120809,1028
0.120817,1028
0.120825,1028
0.120833,1028
0.120841,1028
0.120849,1028
0.120857,1028
0.120865,1028
0.120873,1028
0.120881,1028
0.120889,1028
0.120898,1028
0.120906,1028
0.120914,1028
0.120922,1028
0.12093,1028
0.120938,1028
0.120946,1028
0.120954,1028
0.120962,1028
0.12097,1028
0.120979,1028
0.120987,1028
0.120995,1028
0.121003,1028
0.121011,1028
0.121019,1028
0.121027,1028
0.121035,1028
0.121043,1028
0.121051,1028
0.121059,1028
0.121068,1028
0.121076,1028
0.121084,1028
0.121092,1028
0.1211,1028
0.121108,1028
0.121116,1028
0.121124,1028
0.121132,1028
0.12114,1028
0.121149,1028
0.121157,1028
0.121165,1028
0.121173,1028
0.121181,1028
0.121189,1028
0.121197,1028
0.121205,1028
0.121213,1028
0.121221,1028
0.12123,1028
0.121238,1028
0.121246,1028
0.121254,1028
0.121262,1028
0.12127,1028
0.121278,1028
0.121286,1028
0.121294,1028
0.121302,1028
0.12131,1028
0.121319,1028
0.121327,1028
0.121335,1028
0.121343,1028
0.121351,1028
0.121359,1028
0.121367,1028
0.121375,8224
0.121383,22616
0.121391,35980
0.1214,50372
0.121408,63736
0.121416,78128
0.121424,91492
0.121432,96632
0.12144,68876
0.121448,30840
0.121456,1028
0.121464,1028
0.121472,1028
0.12148,1028
0.121489,1028
0.121497,1028
0.121505,1028
0.121513,1028
0.121521,1028
0.121529,1028
0.121537,1028
0.121545,1028
0.121553,1028
0.121561,1028
0.12157,1028
0.121578,1028
0.121586,1028
0.121594,1028
0.121602,1028
0.12161,1028
0.121618,1028
0.121626,1028
0.121634,1028
0.121642,1028
0.12165,1028
0.121659,1028
0.121667,1028
0.121675,1028
0.121683,1028
0.121691,1028
0.121699,1028
0.121707,1028
0.121715,1028
0.121723,1028
0.121731,1028
0.12174,1028
0.121748,1028
0.121756,1028
0.121764,1028
0.121772,1028
0.12178,1028
0.121788,1028
0.121796,1028
0.121804,1028
0.121812,1028
0.121821,1028
0.121829,1028
0.121837,1028
0.121845,1028
0.121853,1028
0.121861,1028
0.121869,1028
0.121877,1028
0.121885,1028
0.121893,1028
0.121901,1028
0.12191,4112
0.121918,13364
0.121926,22616
0.121934,32896
0.121942,42148
0.12195,53456
0.121958,63736
0.121966,75044
0.121974,86352
0.121982,98688
0.121991,109996
0.121999,122332
0.122007,135696
0.122015,149060
0.122023,162424
0.122031,176816
0.122039,191208
0.122047,205600
0.122055,219992
0.122063,235412
0.122071,251860
0.12208,268308
0.122088,284756
0.122096,301204
0.122104,318680
0.122112,336156
0.12212,353632
0.122128,372136
0.122136,390640
0.122144,399892
0.122152,399892
0.122161,399892
0.122169,399892
0.122177,399892
0.122185,399892
0.122193,399892
0.122201,399892
0.122209,399892
0.122217,399892
0.122225,399892
0.122233,399892
0.122242,399892
0.12225,399892
0.122258,399892
0.122266,399892
0.122274,399892
0.122282,399892
0.12229,399892
0.122298,399892
0.122306,399892
0.122314,399892
0.122322,399892
0.122331,399892
0.122339,399892
0.122347,399892
0.122355,399892
0.122363,399892
0.122371,399892
0.122379,399892
0.122387,399892
0.122395,399892
0.122403,399892
0.122412,399892
0.12242,399892
0.122428,399892
0.122436,399892
0.122444,399892
0.122452,399892
0.12246,399892
0.122468,399892
0.122476,399892
0.122484,399892
0.122492,399892
0.122501,399892
0.122509,399892
0.122517,399892
0.122525,399892
0.122533,399892
0.122541,399892
0.122549,399892
0.122557,399892
0.122565,398864
0.122573,382416
0.122582,366996
0.12259,350548
0.122598,336156
0.122606,320736
0.122614,304288
0.122622,289896
0.12263,275504
0.122638,261112
0.122646,246720
0.122654,233356
0.122662,218964
0.122671,205600
0.122679,192236
0.122687,178872
0.122695,166536
0.122703,145976
0.122711,104856
0.122719,64764
0.122727,24672
0.122735,1028
0.122743,1028
0.122752,1028
0.12276,1028
0.122768,1028
0.122776,1028
0.122784,1028
0.122792,1028
0.1228,1028
0.122808,1028
0.122816,1028
0.122824,1028
0.122833,1028
0.122841,1028
0.122849,1028
0.122857,1028
0.122865,1028
0.122873,1028
0.122881,1028
0.122889,1028
0.122897,1028
0.122905,1028
0.122913,1028
0.122922,1028
0.12293,1028
0.122938,1028
0.122946,1028
0.122954,1028
0.122962,1028
0.12297,1028
0.122978,1028
0.122986,1028
0.122994,1028
0.123003,1028
0.123011,1028
0.123019,1028
0.123027,1028
0.123035,1028
0.123043,1028
0.123051,1028
0.123059,1028
0.123067,1028
0.123075,1028
0.123083,1028
0.123092,1028
0.1231,1028
0.123108,1028
0.123116,1028
0.123124,1028
0.123132,1028
0.12314,1028
0.123148,1028
0.123156,1028
0.123164,1028
0.123173,1028
0.123181,1028
0.123189,1028
0.123197,1028
0.123205,1028
0.123213,1028
0.123221,1028
0.123229,1028
0.123237,1028
0.123245,1028
0.123254,1028
0.123262,1028
0.12327,1028
0.123278,1028
0.123286,1028
0.123294,1028
0.123302,1028
0.12331,1028
0.123318,1028
0.123326,1028
0.123334,1028
0.123343,1028
0.123351,1028
0.123359,1028
0.123367,1028
0.123375,1028
0.123383,1028
0.123391,1028
0.123399,1028
0.123407,1028
0.123415,1028
0.123424,1028
0.123432,1028
0.12344,1028
0.123448,1028
0.123456,1028
0.123464,1028
0.123472,1028
0.12348,1028
0.123488,1028
0.123496,1028
0.123504,1028
0.123513,1028
0.123521,1028
0.123529,1028
0.123537,1028
0.123545,1028
0.123553,1028
0.123561,1028
0.123569,1028
0.123577,1028
0.123585,1028
0.123594,1028
0.123602,1028
0.12361,1028
0.123618,1028
0.123626,1028
0.123634,1028
0.123642,1028
0.12365,1028
0.123658,1028
0.123666,1028
0.123674,1028
0.123683,1028
0.123691,1028
0.123699,1028
0.123707,1028
0.123715,1028
0.123723,1028
0.123731,1028
0.123739,1028
0.123747,1028
0.123755,1028
0.123764,1028
0.123772,1028
0.12378,1028
0.123788,1028
0.123796,1028
0.123804,1028
0.123812,1028
0.12382,1028
0.123828,1028
0.123836,1028
0.123845,1028
0.123853,1028
0.123861,1028
0.123869,1028
0.123877,1028
0.123885,1028
0.123893,1028
0.123901,1028
0.123909,1028
0.123917,1028
0.123925,1028
0.123934,1028
0.123942,1028
0.12395,1028
0.123958,1028
0.123966,1028
0.123974,1028
0.123982,1028
0.12399,1028
0.123998,1028
0.124006,1028
0.124015,1028
0.124023,1028
0.124031,1028
0.124039,1028
0.124047,1028
0.124055,1028
0.124063,1028
0.124071,1028
0.124079,1028
0.124087,1028
0.124095,1028
0.124104,1028
0.124112,1028
0.12412,1028
0.124128,1028
0.124136,1028
0.124144,1028
0.124152,1028
0.12416,1028
0.124168,1028
0.124176,1028
0.124185,1028
0.124193,1028
0.124201,1028
0.124209,1028
0.124217,1028
0.124225,1028
0.124233,1028
0.124241,1028
0.124249,1028
0.124257,1028
0.124266,1028
0.124274,1028
0.124282,1028
0.12429,1028
0.124298,1028
0.124306,1028
0.124314,1028
0.124322,1028
0.12433,1028
0.124338,1028
0.124346,1028
0.124355,1028
0.124363,1028
0.124371,1028
0.124379,1028
0.124387,1028
0.124395,1028
0.124403,1028
0.124411,1028
0.124419,1028
0.124427,1028
0.124436,1028
0.124444,1028
0.124452,1028
0.12446,1028
0.124468,1028
0.124476,1028
0.124484,1028
0.124492,1028
0.1245,1028
0.124508,1028
0.124516,1028
0.124525,1028
0.124533,1028
0.124541,1028
0.124549,1028
0.124557,1028
0.124565,1028
0.124573,1028
0.124581,1028
0.124589,1028
0.124597,1028
0.124606,1028
0.124614,1028
0.124622,1028
0.12463,1028
0.124638,1028
0.124646,1028
0.124654,1028
0.124662,1028
0.12467,1028
0.124678,1028
0.124686,1028
0.124695,1028
0.124703,1028
0.124711,1028
0.124719,1028
0.124727,1028
0.124735,1028
0.124743,1028
0.124751,1028
0.124759,1028
